,review_en,review_es,sentiment,sentimiento
55,"As someone has already mentioned on this board, it's very difficult to make a fake documentary. It requires tremendous skill, pacing, patience, directorial 'distance,' a plausible premise, a narrative 'flow,' and REALLY believable acting (aka GREAT acting). Such is not the case with 'Love Machine'. It starts to show its faux hand about the 20-minute mark (with 60 minutes left to watch), and the viewer starts to realize that he or she is being taken in. It's downhill from there.Director Gordon Eriksen simply peaked too soon. But to be fair to Eriksen, his problems started early: as he explains in the extras, he began wanting to do a REAL doc, couldn't get funding, and settled for a cheaper way of making his film.The premise -- people who have secret lives by posting themselves on a porn website -- was perhaps more interesting in 1997-98, when the film was made. Eriksen does a lot of tricky stuff -- a pushy 'host,' hand-held cameras, zooms, grainy blacks and whites -- all, I guess, to elicit a sense of authenticity, but it just doesn't work. The film is confusing and forced, but what ultimately brings it down is the believability of the actors and the pretty awful dialogue.","Como alguien ya ha mencionado en este consejo, es muy difícil hacer un documental falso. Requiere una tremenda habilidad, ritmo, paciencia, dirección ""a distancia"", una premisa plausible, un flujo ""narrativo"", y realmente creíble actuando (también conocido como gran actuación). Tal no es el caso con 'Máquina de amor'. Comienza a mostrar su Mano Faux sobre la marca de 20 minutos (con 60 minutos que quedan para ver), y el espectador comienza a darse cuenta de que está siendo tomado. Está cuesta abajo desde allí. Elirector Gordon Eriksen simplemente alcanzó su punto máximo muy pronto. Pero para ser justos a Eriksen, sus problemas comenzaron temprano: como él explica en los extras, comenzó a querer hacer un documento real, no podía obtener fondos, y se estableció para una manera más económica de hacer su película. La premisa - Gente Los que tienen vidas secretas al publicarse en un sitio web porno, quizás fue más interesante en 1997-98, cuando se hizo la película. Eriksen hace muchas cosas difíciles: una ""anfitriona"" agresiva, ""cámaras de mano, zoom, los negros y los blancos granulados, todos, supongo, para obtener un sentido de autenticidad, pero simplemente no funciona. La película es confusa y forzada, pero lo que finalmente lo trae es la creibilidad de los actores y el diálogo bastante terrible.",negative,negativo
56,"The Hills Have Eyes II is what you would expect it to be and nothing more. Of course it's not going to be an Oscar nominated film, it's just pure entertainment which you can just lose yourself in for 90 minutes.The plot is basically about a group of National Guard trainees who find themselves battling against the notorious mutated hillbillies on their last day of training in the desert. It's just them fighting back throughout the whole film, which includes a lot of violence (which is basically the whole film) as blood and guts are constantly flying around throughout the whole thing, and also yet another graphic rape scene which is pointlessly thrown in to shock the audience.I'd give the Hills Have Eyes II 4 out of 10 for pure entertainment, and that only. Although even then I found myself looking at my watch more and more as the film went on, as it began to drag due to the fact it continued to try and shock the audience with graphic gore and the occasional jump scene just to make sure the audience stays awake. The Hills Have Eyes II is just decent entertainment, something to pass time if you're bored, and nothing else.4/10","Las colinas tienen ojos II es lo que usted esperaría que sea y nada más. Por supuesto, no va a ser una película nominada a Oscar, es solo entretenimiento puro que puede perderse durante 90 minutos. La parcela es básicamente sobre un grupo de alumnos de la Guardia Nacional que se encuentran luchando contra los notorios mentiras en los Hillbillies en su último Día de entrenamiento en el desierto. Es solo que luchan por toda la película, que incluye mucha violencia (que es básicamente toda la película), ya que la sangre y las agallas están entrando constantemente durante todo el asunto, y también otra escena de violación gráfica que está inutialmente arrojada a Shock the audiencia. Le daría a las colinas los ojos II 4 de 10 para el entretenimiento puro, y eso solo. Aunque incluso me encontré mirando cada vez más a mi reloj y más a medida que la película continuó, ya que comenzó a arrastrarse debido al hecho de que continuó intentando y sorprender a la audiencia con Gore Gore y la escena de salto ocasional para asegurarte de la audiencia. permanece despierto. Las colinas tienen ojos II es solo entretenimiento decente, algo para pasar el tiempo si estás aburrido, y nada más.4 / 10",negative,negativo
57,"I laughed all the way through this rotten movie. It's so unbelievable. A woman leaves her husband after many years of marriage, has a breakdown in front of a real estate office. What happens? The office manager comes outside and offers her a job!!! Hilarious! Next thing you know the two women are going at it. Yep, they're lesbians! Nothing rings true in this ""Lifetime for Women with nothing better to do"" movie. Clunky dialogue like ""I don't want to spend the rest of my life feeling like I had a chance to be happy and didn't take it"" doesn't help. There's a wealthy, distant mother who disapproves of her daughter's new relationship. A sassy black maid - unbelievable that in the year 2003, a film gets made in which there's a sassy black maid. Hattie McDaniel must be turning in her grave. The woman has a husband who freaks out and wants custody of the snotty teenage kids. Sheesh! No cliche is left unturned.","Me reí por todo el camino a través de esta película podrida.Es tan increíble.Una mujer deja a su esposo después de muchos años de matrimonio, tiene un desglose frente a una oficina de bienes raíces.¿Lo que sucede?El gerente de la oficina sale afuera y le ofrece un trabajo !!!¡Divertidísimo!Lo siguiente que sabes que las dos mujeres lo van.Sí, son lesbianas!Nada suena verdadera en esta ""vida para mujeres con nada mejor que hacer"" la película.Diálogo clortunizado como ""No quiero pasar el resto de mi vida sintiendo que tuve la oportunidad de ser feliz y no lo tomé"".Hay una madre rica y lejana que desaprueba la nueva relación de su hija.Una mucama negra descarada: increíble que en el año 2003, se hace una película en la que hay una criada negra de Sassy.Hattie McDaniel debe estar girando en su tumba.La mujer tiene un marido que se asusta y quiere la custodia de los niños adolescentes mocosos.¡Sheesh!No se queda ningún cliché.",negative,negativo
58,"NO SPOILERS!!After Hitchcock's successful first American film, Rebecca based upon Daphne DuMarier's lush novel of gothic romance and intrigue, he returned to some of the more familiar themes of his early British period - mistaken identity and espionage. As the U.S. settled into World War II and the large scale 'war effort' of civilians building planes, weaponry and other necessary militia, the booming film entertainment business began turning out paranoid and often jingoistic thrillers with war time themes. These thrillers often involved networks of deceptive and skilled operators at work in the shadows among the good, law abiding citizens. Knowing the director was at home in this espionage genre, producer Jack Skirball approached Hitchcock about directing a property he owned that dealt with corruption, war-time sabotage and a helpless hero thrust into a vortex of coincidence and mistaken identity. The darker elements of the narrative and the sharp wit of literary maven Dorothy Parker (during her brief stint in Hollywood before returning to her bohemian roots in NYC) who co-authored the script were a perfect match for Hitchcock's sensibilities.This often neglected film tells the story of the unfortunate 25 year old Barry Kane (Robert Cummings) who, while at work at a Los Angeles Airplane Factory, meets new employee Frank Frye (Norman Lloydd) and moments later is framed for committing sabotage. Fleeing the authorities who don't believe his far-fetched story he meets several characters on his way to Soda City Utah and finally New York City. These memorable characters include a circus caravan with a car full of helpful 'freaks' and a popular billboard model Patricia Martin (Priscilla Lane) who, during the worst crisis of his life as well as national security, he falls madly in love with! Of course in the land of Hitchcock, Patricia, kidnapped by the supposed saboteur Barry, falls for her captor thus adding romantic tension to the mix.In good form for this outing, Hitchcock brews a national network of demure old ladies, average Joes, and respectable businessmen who double as secret agent terrorists that harbor criminals, pull guns and detonate bombs to keep things moving. It's a terrific plot that takes its time moving forward and once ignited, culminates in one of Hitchcock's more memorable finales. Look for incredibly life like NYC tourist attractions (all of which were recreated by art directors in Hollywood due to the war-time 'shooting ban' on public attractions). While Saboteur may not be one of Hitchcock's most well known films, it's a popular b-movie that is certainly solid and engaging with plenty of clever plot twists and as usual - terrific Hitchcock villains. Remember to look for Hitchcock's cameo appearance outside a drug store in the second half of the film. Hitchcock's original cameo idea that was shot (him fighting in sign language with his 'deaf' wife) was axed by the Bureau of Standards and Practices who were afraid of offending the deaf!","¡No hay spoilers! ¡Después de la exitosa película estadounidense de Hitchcock, Rebecca, basada en la exuberante novela de Daphne Dumarier del romance gótico e intriga, regresó a algunos de los temas más familiares de su período británico temprano: la identidad y el espionaje confundidos. A medida que los Estados Unidos se establecieron en la Segunda Guerra Mundial y el ""esfuerzo de guerra"" a gran escala de los aviones de construcción de civiles, armamento y otras milicias necesarias, el negocio de entretenimiento cinematográfico comenzó a resultar paranoicos y, a menudo, los thrillers jingoísticos con temas de guerra. Estos thrillers a menudo involucraban redes de operadores engañosos y calificados en el trabajo en las sombras entre los ciudadanos que respetan el bien legal. Conocer al director estaba en casa en este género de espionaje, el productor Jack Skirball se acercó a Hitchcock acerca de dirigir una propiedad que poseía que se ocupaba de la corrupción, el sabotaje de la guerra y un héroe indefenso empujado a un vórtice de coincidencia y una identidad errónea. Los elementos más oscuros de la narrativa y el agudo ingenio de Maven Dorothy Parker literario (durante su breve estadía en Hollywood antes de regresar a sus raíces bohemias en Nueva York) que co-autoraron al guión eran una combinación perfecta para las sensibilidades de Hitchcock. Esta película a menudo descuidada cuenta La historia de los desafortunados 25 años de edad, Barry Kane (Robert Cummings), que, a la vez, en el trabajo en una fábrica de aviones de Los Ángeles, se encuentra con el nuevo empleado Frank Frye (Norman LloyDD) y los momentos más tarde se enmarca para cometer sabotaje. Huyendo de las autoridades que no creen su historia lejana que conoce a varios personajes en su camino hacia la ciudad de Soda Utah y finalmente la ciudad de Nueva York. Estos memorables personajes incluyen una caravana de circo con un automóvil lleno de ""Freaks"" y un modelo popular de la cartelera Patricia Martin (Priscilla Lane) ¿Quién, durante la peor crisis de su vida, así como la seguridad nacional, se enamore con locura? Por supuesto, en la tierra de Hitchcock, Patricia, secuestrada por el supuesto Saboteur Barry, cae por su captor, además de agregar tensión romántica a la mezcla. En buena forma para esta excursión, Hitchcock Brews una red nacional de damas antiguas demure, Joes promedio y Hombres de negocios respetables que se duplican como terroristas del agente secreto que albergan a los criminales, tiran de armas y detonan bombas para evitar que las cosas se muevan. Es una parcela excelente que lleva su tiempo avanzando y, una vez encendido, culmina en uno de los últimos finales más memorables de Hitchcock. Busque una vida increíblemente como las atracciones turísticas de la Ciudad de Nueva York (todos los cuales fueron recreados por los directores de arte en Hollywood debido a la ""prohibición de tiro"" de la guerra en las atracciones públicas). Si bien Saboteur puede no ser una de las películas más conocidas de Hitchcock, es una película B Popular que es ciertamente sólida y atractiva con un montón de giros de parcela inteligentes y, como de costumbre, los terribles villanos de Hitchcock. Recuerde buscar la apariencia de camafeo de Hitchcock fuera de una farmacia en la segunda mitad de la película. La idea original del camafeo de Hitchcock que se disparó (él luchando en el lenguaje de señas con su esposa 'sorda') fue impedida por la Oficina de Estándares y Prácticas que temían ofender a los sordos.",positive,positivo
59,"I just watched The Dresser this evening, having only seen it once before, about a dozen years ago.It's not a ""big"" movie, and doesn't try to make a big splash, but my God, the brilliance of the two leads leaves me just about speechless. Albert Finney and Tom Courtenay are nothing less than amazing in this movie.The Dresser is the story of Sir, an aging Shakespearean actor (Finney), and his dresser Norman (Courtenay), sort of a valet, putting on a production of King Lear during the blitz of London in World War II. These are two men, each dependent upon the other: Sir is almost helpless without the aid of Norman to cajole, wheedle, and bully him into getting onstage for his 227th performance of Lear. And Norman lives his life vicariously through Sir; without Sir to need him, he is nothing, or thinks he is, anyway.This is a character-driven film; the plot is secondary to the interaction of the characters, and as such, it requires actors of the highest caliber to bring it to life. Finney, only 47 years old, is completely believable as a very old, very sick, petulant, bullying, but brilliant stage actor. He hisses and fumes at his fellow actors even when they're taking their bows! And Courtenay is no less convincing as the mincing dresser, who must sometimes act more as a mother than as a valet to his elderly employer. Employer is really the wrong term to use, though. For although, technically their relationship is that of employer and employee, most of the time Sir and Norman act like nothing so much as an old married couple.Yes, there are others in the cast of this movie, but there is no question that the true stars are Finney, Courtenay, and the marvelous script by Ronald Harwood. That is not to say that there aren't other fine performances, most notably Eileen Atkins as the long-suffering stage manager Madge. There is a wonderful scene where Sir and Madge talk about old desires, old regrets, and what might have been.Although it doesn't get talked about these days, it is worth remembering that The Dresser was nominated for five Academy Awards: Best Actor nominations for both Finney and Courtenay, Best Picture, Best Director (Peter Yates), and Best Adapted Screenplay.I had remembered this as being a good movie, but I wasn't prepared to be as completely mesmerized as I was from beginning to end. If you want to see an example of what great acting is all about, and be hugely entertained all the while, then I encourage you to see The Dresser.","Acabo de ver a la cómoda esta noche, solo lo había visto una vez antes, hace una docena de años. No es una película ""grande"", y no intenta hacer un gran salpicaduras, sino a mi Dios, el brillo de los dos cables. me deja casi sin palabras. Albert Finney y Tom Courtenay no son menos que increíbles en esta película. La cómoda es la historia del señor, un envejecimiento del actor de Shakespeare (Finney), y su cómoda Norman (Courtenay), una especie de valet, que ponen una producción de King Lear Durante el Blitz de Londres en la Segunda Guerra Mundial. Estos son dos hombres, cada uno de cada uno dependiente de la otra: Señor es casi indefenso sin la ayuda de Norman a Cajole, Wheedle, y lo acosará y lo intimidan en el escenario por su 227 desempeño de Lear. Y Norman vive su vida indirectamente a través de SIR; Sin señor para necesitarlo, él no es nada, o piensa que es, de todos modos. Esto es una película impulsada por personajes; La parcela es secundaria a la interacción de los personajes, y como tal, requiere actores del más alto calibre para llevarlo a la vida. Finney, solo de 47 años, es completamente creíble como muy antiguo, muy enfermo, petulante, acoso escolar, pero brillante actor de escenario. ¡Él silbea y humea a sus compañeros actores incluso cuando se llevan sus arcos! Y Courtenay no es menos convincente como la cómoda de la pinción, que a veces debe actuar más como una madre que como un valet a su anciano empleador. Sin embargo, el empleador es realmente el término incorrecto para usar. Porque, aunque, técnicamente, su relación es la del empleador y el empleado, la mayor parte del tiempo, Sir y Norman actúan como nada como una pareja casada antigua. Sí, hay otros en el elenco de esta película, pero no hay duda de que el Las verdaderas estrellas son Finney, Courtenay y el maravilloso guión por Ronald Harwood. Eso no quiere decir que no haya otras actuaciones finas, especialmente Eileen Atkins como el gerente de la etapa de larga duración. Hay una maravillosa escena donde Sir y Madge hablan de viejos deseos, viejos lamentos, y lo que podría haber sido. Aunque no se habla de estos días, vale la pena recordar que la cómoda fue nominada para cinco premios de academia: el mejor actor Nominaciones para Finney y Courtenay, la mejor imagen, el mejor director (Peter Yates) y el mejor guión adaptado. Había recordado que esto era una buena película, pero no estaba preparado para ser tan fascinada, ya que estaba de principio a fin. . Si quieres ver un ejemplo de lo que se trata mucho de la actuación, y ser muy entretenido durante todo el tiempo, entonces te animo a ver a la cómoda.",positive,positivo
60,"What happened? What we have here is basically a solid and plausible premise and with a decent and talented cast, but somewhere the movie loses it. Actually, it never really got going. There was a little excitement when we find out that Angie is not really pregnant, then find out that she is after all, but that was it. Steve Martin, who is a very talented person and usually brings a lot to a movie, was dreadful and his entire character was not even close to being important to this movie, other than to make it longer. I really would have liked to see more interactions between the main characters, Kate and Angie, and maybe try not for a pure comedy, which unfortunately it was not, but maybe a drama with comedic elements. I think if the movie did this it could have been very funny since both actresses are quite funny in their own ways and sitting here I can think of numerous scenarios that would have been a riot.","¿Qué sucedió?Lo que tenemos aquí es básicamente una premisa sólida y plausible y con un reparto decente y talentoso, pero en algún lugar la película la pierde.En realidad, nunca se puso en marcha.Hubo un poco de emoción cuando descubrimos que Angie no está realmente embarazada, luego descubra que, después de todo, pero eso fue.Steve Martin, que es una persona muy talentosa y generalmente trae mucho a una película, era terrible y todo su personaje ni siquiera estaba cerca de ser importante para esta película, aparte de hacerlo más.Realmente me hubiera gustado ver más interacciones entre los personajes principales, Kate y Angie, y tal vez intentar no para una comedia pura, que, desafortunadamente, no fue, pero tal vez un drama con elementos comedicos.Creo que si la película hizo esto, podría haber sido muy divertido, ya que ambas actrices son bastante divertidas a sus propias maneras y sentados aquí, puedo pensar en numerosos escenarios que habrían sido un motín.",negative,negativo
61,"I've just watched Fingersmith, and I'm stunned to see the 8/10 average rating for the show.Not only was the plot was difficult to follow, but it seems character development was randomly applied.The actors were adequate, but in the process of attempting to create twists and turns, their characters are rendered entirely one dimensional. Once this happens, the story really falls flat and becomes tedious.And just in case anyone didn't see the predictable lesbian undertones from miles way, this is hammered home in the most banal terms at the end of the film.The end scene is disappointing and phoned in, and anyone who sat back and went ""Ohhh, so they were carpet munchers all along!"", must have been out for the evening.Two stars for the tonsil hockey in the earlier scene which was at least a bit raunchy, none for the rest of it...","Acabo de ver de Fingersmith, y estoy aturdido a ver la calificación promedio de 8/10 para el show. No solo la trama era difícil de seguir, pero parece que el desarrollo de personajes fue aplicado al azar. Los actores eran adecuados, pero enEl proceso de intentar crear giros y giros, sus personajes se vuelven totalmente dimensionales.Una vez que esto sucede, la historia realmente cae plana y se vuelve tediosa. Y en caso de que alguien no vea a los conocimientos lesbianos predecibles de Miles Way, esta es una casa martillada en los términos más banales al final de la película. La escena final esDecepcionante y llamado, y cualquiera que se siente y se fue ""Ohhh, ¡así que eran munciantes de alfombras todo el tiempo!"", Debe haber estado fuera por la noche. Two Stars para el hockey de amígdalas en la escena anterior, que fue al menos un poco rugosa.Ninguno para el resto ...",negative,negativo
62,"So let's begin!)))The movie itself is as original as Cronenberg's movies would usually appear...My intention to see it was certainly JJL being one of my favourite actresses. She is as lovely as usual, this cutie!I would not say it was my favourite movie of hers. Still it's quite interesting and entertaining to follow. The rest of the cast is not extremely impressive but it is not some kind of a miscast star array. ;)Recommend with confidence!))))","Así que vamos a empezar!))) La película en sí es tan original como las películas de Cronenberg generalmente aparecerían ... Mi intención de verlo fue ciertamente que JJL era una de mis actrices favoritas.¡Ella es tan hermosa como de costumbre, este cutie! No diría que era mi película favorita de ella.Aún así es bastante interesante y entretenido a seguir.El resto del reparto no es extremadamente impresionante, pero no es una especie de matriz de estrellas Miscast.;) ¡Recomienda con confianza!)))))",positive,positivo
63,"Besides being boring, the scenes were oppressive and dark. The movie tried to portray some kind of moral, but fell flat with its message. What were the redeeming qualities?? On top of that, I don't think it could make librarians look any more unglamorous than it did.","Además de ser aburrido, las escenas eran opresivas y oscuras.La película trató de retratar algún tipo de moral, pero cayó plana con su mensaje.¿Cuáles fueron las cualidades redentoras?Además de eso, no creo que pueda hacer que los bibliotecarios se vean más poco libres que lo que lo hizo.",negative,negativo
64,"An unmarried woman named Stella (Bette Midler) gets pregnant by a wealthy man (Stephen Collins). He offers to marry her out of a sense of obligation but she turns him down flat and decides to raise the kid on her own. Things go OK until the child named Jenny (Trini Alvarado) becomes a teenager and things gradually (and predictably) become worse.I've seen both the silent version and sound version of ""Stella Dallas"". Neither one affected me much (and I cry easily) but they were well-made if dated. Trying to remake this in 1990 was just a stupid idea. I guess Midler had enough power after the incomprehensible success of ""Beaches"" to get this made. This (predictably) bombed. The story is laughable and dated by today's standards. Even though Midler and Alvarado give good performances this film really drags and I was bored silly by the end. Stephen Collins and Marsha Mason (both good actors) don't help in supporting roles. Flimsy and dull. Really--who thought this would work? See the 1937 Stanwyck version instead. I give this a 1.","Una mujer soltera llamada Stella (Bette Midler) está embarazada por un hombre rico (Stephen Collins). Ofrece a casarse con ella sin sentido de obligación, pero ella lo rechaza y decide criar al niño por su cuenta. Las cosas van bien hasta que el niño llamado Jenny (Trini Alvarado) se convierta en un adolescente y las cosas gradualmente (y predeciblemente) se vuelven peores. He visto la versión silenciosa y la versión de sonido de ""Stella Dallas"". Ninguno de los dos me afectó mucho (y lloro fácilmente), pero estaban bien hechos si está fechada. Tratar de rehacer esto en 1990 fue solo una idea estúpida. Supongo que Midler tenía suficiente poder después del éxito incomprensible de las ""playas"" para hacer esto. Esto (predeciblemente) bombardeó. La historia es risa y fechada por los estándares de hoy. A pesar de que Midler y Alvarado dan buenas actuaciones, esta película realmente arrastra y me aburrí tontamente al final. Stephen Collins y Marsha Mason (ambos actores buenos) no ayudan a apoyar los roles. Fundido y aburrido. Realmente, ¿quién pensó que esto funcionaría? Vea la versión de Stanwyck de 1937 en su lugar. Le doy esto un 1.",negative,negativo
65,"DON'T TORTURE A DUCKLING is one of Fulci's earlier (and honestly, in terms of story-line, better...) films - and although not the typical ""bloodbath"" that Fulci is known for - this is still a very unique and enjoyable film.The story surrounds a small town where a series of child murders are occurring. Some of the colorful characters involved in the investigations - either as suspects, or those ""helping"" the investigation (or in some cases both) - include the towns police force, a small-time reporter, a beautiful and rich ex-drug addict, a young priest and his mother, An old man who practices witchcraft and his female protégé, a mentally handicapped townsman, and a deaf/mute little girl. All of these people are interwoven into the plot to create several twists and turns, until the actual killer is revealed...DON'T TORTURE A DUCKLING is neither a ""classical"" giallo or a typical Fulci gore film. Although it does contain elements of both - it is more of an old-fashioned murder mystery, with darker subject matter and a few scenes of graphic violence (although nothing nearly as strong as some of Fulci's later works). This is a well written film with lots of twists that kept me guessing up until the end. Recommended for giallo/murder-mystery fans, or anyone looking to check out some of Fulci's non-splatter films - but don't despair, DON'T TORTURE still has more than it's fair share of violence and sleaze. Some may be put off by the subject of the child killings, and one main female character has a strange habit of hitting on very young boys, which is also kind of disconcerting - but if that type of material doesn't bother you, then definitely give this one a look. 8.5/10","No torture un patito es uno de los primeros (y, honestamente, en términos de la línea de cuentos, mejor ...) películas, y aunque no es el típico ""Blood Bath"" de la que se conoce Fulci, esto sigue siendo muy único y Película agradable. La historia rodea una pequeña ciudad donde están ocurriendo una serie de asesinatos infantiles. Algunos de los personajes coloridos involucrados en las investigaciones, ya sea como sospechosos, ni aquellos que ""ayudan"" a la investigación (o en algunos casos, ambos), incluyen la fuerza policial de los pueblos, un reportero de pequeña época, un hermoso y rico adicto a la ex drogadía, Un joven sacerdote y su madre, un anciano que practica brujería y su proteegé femenino, un pueblo mentalmente discapacitado, y una niña sorda / muda. Todas estas personas están entretejidas en la parcela para crear varios giros y giros, hasta que se revela el asesino real ... No torture un patito no es ni un giallo ""clásico"" ni una película típica de Gore Fulci. Aunque contiene elementos de ambos, es más un misterio de asesinato antiguo, con un tema más oscuro y algunas escenas de violencia gráfica (aunque nada tan fuerte como algunas de las obras posteriores de Fulci). Esta es una película bien escrita con muchos giros que me mantuvieron adivinando hasta el final. Recomendado para los fanáticos de Giallo / Murder-Mystery, o cualquier persona que quiera ver algunas de las películas que no seamos salpicaduras de Fulci, pero no se desespere, no la tortura aún tiene más de lo que es una parte justa de la violencia y la silla. Algunos pueden ser eliminados por el tema de los asesinatos infantiles, y un personaje femenino principal tiene un hábito extraño de golpear a los niños muy pequeños, que también es un tipo de desconcertamiento, pero si ese tipo de material no te molesta, definitivamente Dale un vistazo a este. 8.5 / 10",positive,positivo
66,"Busty beauty Stacie Randall plays PVC clad, bad-ass bitch Alexandra, the faithful acolyte of Faust, an evil entity trapped in hell. Determined to free her master, the malevolent minx breaks into a warehouse to steal a magical gem vital to her success; but whilst conducting a satanic ritual to summon Faust, the silly mare accidentally enters the pentagram she has drawn on the floor, which results in the loss of the gem and the release of two diminutive, troll-like creatures called Lite and Dark.Now Alexandra must find a replacement gem, which isn't going to be easy: the only other stone that will do the trick is worn around the neck of her ex-lover, police detective Jonathan Graves (Peter Liapis), who is investigating the warehouse robbery and who knows only too well what evil Alexandra is capable of. Meanwhile, wise-cracking inter-dimensional half-pints Lite and Dark get into all sorts of zany trouble as they try to find a way back home.In the warped movie world of Jim Wynorski, all females are big-breasted babes with the fashion sense of a cheap hooker. Ghoulies IV is no exception: every woman in this filmwhether she be a police captain, a curator of antiquities, or a mental patient in an asylumis hot, hot, hot and wears not a lot, and it's this fact that makes this otherwise totally unwatchable piece of STV crap just about bearable.But be warned, even though the presence of semi-naked, quality crumpet makes the going slightly easier, there is still plenty about this film to warrant it being labelled as an ordeal: the acting is wooden and the dialogue is painful; the black humour (as the DVD blurb describes it) is about as funny as a knee to the knackers, with the comedic banter of Lite and Dark being particularly cringe-worthy; and the special effects are bargain basement, consisting of rubbery creatures and visual effects that would have looked dated ten years earlier.3/10 solely for the high bimbo quotient.","La belleza tetona Stacie Randall interpreta a PVC revestido, perra mal-culo Alexandra, el fiel acólito de Faust, una entidad malvada atrapada en el infierno. Determinado a liberar a su maestro, el Minx malévolo se rompe en un almacén para robar una joya mágica vital para su éxito; Pero a la vez que realiza un ritual satánico para convocar a Faust, la yegua tonta ingresa accidentalmente al pentagrama que ha dibujado en el suelo, lo que resulta en la pérdida de la gema y la liberación de dos criaturas diminutivas, en forma de troll llamada Lite y Dark. Ahora Alexandra. Debe encontrar una gema de reemplazo, que no va a ser fácil: la única otra piedra que hará el truco se desgasta alrededor del cuello de su ex amante, el detective de la policía Jonathan Graves (Peter Liapis), que está investigando el robo del almacén. Y quién sabe demasiado bien de lo que es capaz de Alexandra malvado. Mientras tanto, los sabios que se agrietan las semejjas interde dimensionales Lite y la oscuridad se ponen en todo tipo de problemas zany, ya que intentan encontrar un camino de regreso a casa. En el mundo de la película Warped de Jim Wynorski, todas las hembras son bebés de gran pechugas con la moda. Sentido de una puta barata. Ghoulies iv no es una excepción: cada mujer en esta película, ya sea que sea un capitán de la policía, un curador de antigüedades, o un paciente mental en un asilo, es caliente, caliente, caliente y no usa mucho, y es este hecho que hace Por lo demás, por lo demás, una pieza de stv de STV totalmente ininterrumpida, casi coherable. Pero tenga cuidado, aunque la presencia de crumpet de calidad semi-desnuda hace que la marcha sea un poco más fácil, todavía hay mucho acerca de esta película para que la garantice que se esté etiquetando como una prueba: la Actuar es de madera y el diálogo es doloroso; El humor negro (a medida que la negligencia de DVD lo describe) es tan divertida como una rodilla para los Knackers, con la broma de la comedia de Lite y la oscuridad, siendo digno de censura; Y los efectos especiales son el sótano de ganga, que consiste en criaturas gomosas y efectos visuales que habrían mirado diez años antes.3 / 10 únicamente para el alto cociente BIMBO.",negative,negativo
67,"I really like Salman Kahn so I was really disappointed when I seen this movie. It didn't have much of a plot and what they did have was not that appealing. Salman however did look good in the movie looked young and refreshed but was worth the price of this DVD. The music was not bad it was quite nice. Usually Indian movies are at least two to three hours long but this was a very short movie for an Indian film. The American actress that played in the movie is from the television hit series Heroes, Ali Larter. Her acting had a lot to be desired. However she did look good in the Indian dresses that she wore. All the movie had not a lot to be desired and I hope Salman does a lot better on his next movie. Thank you.","Me gusta mucho a Salman Kahn, así que estaba realmente decepcionado cuando veía esta película.No tenía gran parte de una parcela y lo que hicieron, no fue tan atractivo.Sin embargo, Salman se veía bien en la película, se veía joven y refrescada, pero valió la pena el precio de este DVD.La música no era mala fue bastante agradable.Por lo general, las películas indias tienen al menos dos a tres horas, pero esta fue una película muy corta para una película india.La actriz estadounidense que jugó en la película es de la serie Television Series Heroes, Ali Larter.Su actuación tenía mucho que desear.Sin embargo, se veía bien en los vestidos indios que llevaba.Toda la película no tenía mucho que desear y espero que Salman sea mucho mejor en su próxima película.Gracias.",negative,negativo
68,"I'm not sure why the producers needed to trade on the name of a somewhat successful movie franchise because the title suggests that it is a sequel to the first three movies..which it is not. Even though Marques Houston did appear in ""HP3"", he played a totally different character (he was, eight years older) in this film. Okay...so Reid and Martin weren't the most talented and couldn't carry a film all by themselves..but to trade on the HP franchise seems to me that there could have made some sort of reference (albeit minor) to the earlier movies. I'm sure everyone who wanted to see it was ""hoodwinked""--into thinking that they were seeing a sequel--not a totally different film with a familiar name. And I'm sorry...Kym Whitley is not funny, and could not hold a candle to the late Robin Harris, Ketty Lester, or DC Curry in the earlier films. Although Meagen Good and Mari Morrow are a substantial visual diversion...I have to give this a THUMBS DOWN!! Just naming the film ""Down to the Last Minute"" would have been OK. Furthermore, the Hudlin brothers (who produced the first three movies) were not involved in the making of this film.","No estoy seguro de por qué los productores necesitaban comerciar con el nombre de una franquicia de cine algo exitosa porque el título sugiere que es una secuela de las primeras tres películas ... que no lo es. A pesar de que Marques Houston apareció en ""HP3"", jugó un personaje totalmente diferente (fue, ocho años más viejo) en esta película. Bien ... así que Reid y Martin no fueron los más talentosos y no pudieron llevar una película por sí mismos ... pero al comerciar en la franquicia de HP me parece que podría haber hecho algún tipo de referencia (aunque menor) a las películas anteriores Estoy seguro de que todos los que querían verlo fue ""con capucha"", para pensar que estaban viendo una secuela, no una película totalmente diferente con un nombre familiar. Y lo siento ... Kym Whitley no es gracioso, y no podía sostener una vela al difunto Robin Harris, Ketty Lester, o DC Curry en las películas anteriores. Aunque Meagen Good y Mari Morrow son un desvío visual sustancial ... ¡Tengo que darle esto un pulgar hacia abajo! Solo nombrar la película ""hasta el último minuto"" habría estado bien. Además, los Hudlin Brothers (que produjeron las tres primeras películas) no estaban involucradas en la realización de esta película.",negative,negativo
